Date,Solar_Index,Temperature,Humidity,Wind_Speed,Precipitation,Location
2023-11-14,4.4698,24.93,67.93,1.8,0.0,Ghatkopar
2023-11-15,4.435,24.24,68.0,1.79,0.0,Ghatkopar
2023-11-16,4.4534,24.22,66.02,1.99,0.0,Ghatkopar
2023-11-17,4.0632,23.92,66.33,2.22,0.0,Ghatkopar
2023-11-18,4.1054,24.09,68.25,1.87,0.0,Ghatkopar
2023-11-19,4.0668,25.35,72.54,1.64,0.0,Ghatkopar
2023-11-20,4.1323,26.39,70.45,2.01,0.0,Ghatkopar
2023-11-21,4.2622,25.02,69.59,2.21,0.0,Ghatkopar
2023-11-22,4.2886,23.82,67.69,2.37,0.0,Ghatkopar
2023-11-23,4.2739,24.2,68.09,1.98,0.0,Ghatkopar
2023-11-24,4.0006,26.14,72.67,2.09,0.01,Ghatkopar
2023-11-25,4.2506,26.83,70.86,2.25,1.59,Ghatkopar
2023-11-26,2.1449,25.79,82.77,2.38,6.62,Ghatkopar
2023-11-27,3.6055,25.65,84.42,1.55,5.52,Ghatkopar
2023-11-28,4.565,24.31,83.86,1.39,0.08,Ghatkopar
2023-11-29,4.4218,23.3,81.23,1.3,0.0,Ghatkopar
2023-11-30,4.0618,23.86,82.04,1.34,0.08,Ghatkopar
2023-12-01,4.0248,23.68,83.39,1.29,0.09,Ghatkopar
2023-12-02,4.3296,24.91,78.83,1.68,0.04,Ghatkopar
2023-12-03,4.0968,25.47,75.05,2.09,0.0,Ghatkopar
2023-12-04,3.8928,26.11,75.79,1.86,0.02,Ghatkopar
2023-12-05,3.9166,25.52,71.85,1.93,0.0,Ghatkopar
2023-12-06,3.852,24.57,72.12,2.48,0.0,Ghatkopar
2023-12-07,4.3454,24.46,73.0,1.76,0.01,Ghatkopar
2023-12-08,4.3272,24.19,73.51,1.86,0.0,Ghatkopar
2023-12-09,4.6226,24.72,68.87,1.55,0.0,Ghatkopar
2023-12-10,4.6423,24.51,71.24,1.75,0.0,Ghatkopar
2023-12-11,4.6529,24.28,71.95,1.39,0.0,Ghatkopar
2023-12-12,4.5242,23.46,70.28,1.38,0.0,Ghatkopar
2023-12-13,4.3322,23.86,67.11,1.4,0.0,Ghatkopar
2023-12-14,4.0985,24.02,63.28,2.53,0.0,Ghatkopar
2023-12-15,3.9098,23.45,59.93,2.44,0.0,Ghatkopar
2023-12-16,4.0634,22.55,60.77,1.47,0.0,Ghatkopar
2023-12-17,3.534,23.55,67.15,2.27,0.05,Ghatkopar
2023-12-18,2.8627,23.24,64.3,3.95,0.33,Ghatkopar
2023-12-19,3.8431,23.03,60.35,3.73,0.0,Ghatkopar
2023-12-20,3.3197,21.87,58.44,2.82,0.0,Ghatkopar
2023-12-21,3.6082,21.79,58.9,2.61,0.0,Ghatkopar
2023-12-22,2.7413,23.51,52.96,1.74,0.0,Ghatkopar
2023-12-23,4.573,24.49,54.41,1.76,0.0,Ghatkopar
2023-12-24,4.4786,24.22,53.66,2.5,0.0,Ghatkopar
2023-12-25,4.4484,24.49,53.31,2.55,0.0,Ghatkopar
2023-12-26,4.3363,24.08,54.22,2.24,0.0,Ghatkopar
2023-12-27,4.3001,24.13,57.23,2.25,0.0,Ghatkopar
2023-12-28,4.1266,24.29,58.23,2.2,0.0,Ghatkopar
2023-12-29,4.2384,25.22,54.61,1.74,0.0,Ghatkopar
2023-12-30,4.2751,24.94,59.36,2.01,0.0,Ghatkopar
2023-12-31,4.1282,25.07,58.35,1.78,0.0,Ghatkopar
2024-01-01,4.0138,24.68,60.93,1.64,0.0,Ghatkopar
2024-01-02,4.0087,24.09,59.98,1.64,0.0,Ghatkopar
2024-01-03,3.8227,23.56,58.83,1.92,0.0,Ghatkopar
2024-01-04,4.2718,22.72,56.52,1.58,0.0,Ghatkopar
2024-01-05,4.2247,21.44,58.2,1.61,0.0,Ghatkopar
2024-01-06,3.9379,23.06,59.31,2.19,0.0,Ghatkopar
2024-01-07,4.1304,24.34,66.73,2.28,0.02,Ghatkopar
2024-01-08,4.2307,26.04,59.62,2.63,0.05,Ghatkopar
2024-01-09,3.889,25.73,64.74,2.21,0.98,Ghatkopar
2024-01-10,3.8714,25.92,61.47,1.91,0.02,Ghatkopar
2024-01-11,4.3205,26.68,60.29,1.79,0.0,Ghatkopar
2024-01-12,4.5379,26.46,54.63,2.44,0.0,Ghatkopar
2024-01-13,4.7647,26.0,56.25,2.24,0.0,Ghatkopar
2024-01-14,5.0688,24.57,51.18,2.31,0.0,Ghatkopar
2024-01-15,5.2418,22.46,46.99,2.28,0.0,Ghatkopar
2024-01-16,5.1665,21.47,50.53,1.63,0.0,Ghatkopar
2024-01-17,4.6778,21.76,59.44,1.48,0.0,Ghatkopar
2024-01-18,4.6994,22.0,60.56,1.43,0.0,Ghatkopar
2024-01-19,4.6332,22.18,54.63,1.66,0.0,Ghatkopar
2024-01-20,4.6855,22.66,56.87,1.61,0.0,Ghatkopar
2024-01-21,4.8972,22.93,50.56,1.77,0.0,Ghatkopar
2024-01-22,4.8559,23.03,50.34,2.57,0.0,Ghatkopar
2024-01-23,5.2603,21.87,42.88,2.68,0.0,Ghatkopar
2024-01-24,5.4502,21.74,39.82,2.28,0.0,Ghatkopar
2024-01-25,5.3225,22.39,38.69,2.4,0.0,Ghatkopar
2024-01-26,5.1466,23.54,39.77,2.44,0.0,Ghatkopar
2024-01-27,4.7981,24.88,41.99,1.87,0.0,Ghatkopar
2024-01-28,4.5804,24.99,43.14,1.95,0.0,Ghatkopar
2024-01-29,4.7033,24.95,41.04,1.99,0.0,Ghatkopar
2024-01-30,4.6898,24.42,42.87,1.99,0.0,Ghatkopar
2024-01-31,5.1074,24.11,50.28,1.73,0.0,Ghatkopar
2024-02-01,5.2517,23.02,62.49,1.81,0.04,Ghatkopar
2024-02-02,5.3018,23.82,58.78,2.07,0.0,Ghatkopar
2024-02-03,5.3796,26.23,43.6,2.47,0.0,Ghatkopar
2024-02-04,5.1919,27.23,43.02,2.04,0.0,Ghatkopar
2024-02-05,5.3796,27.02,44.68,1.82,0.0,Ghatkopar
2024-02-06,5.4574,26.68,45.82,1.77,0.0,Ghatkopar
2024-02-07,5.453,26.43,48.38,2.33,0.0,Ghatkopar
2024-02-08,5.5531,26.32,41.94,2.43,0.0,Ghatkopar
2024-02-09,5.6971,26.04,42.83,2.0,0.0,Ghatkopar
2024-02-10,5.7324,25.17,39.59,2.16,0.0,Ghatkopar
2024-02-11,5.6611,24.96,36.76,1.92,0.0,Ghatkopar
2024-02-12,5.2903,25.42,39.34,1.74,0.0,Ghatkopar
2024-02-13,5.0071,25.08,41.39,1.88,0.0,Ghatkopar
2024-02-14,5.2718,25.71,32.14,2.63,0.0,Ghatkopar
2024-02-15,5.4022,26.63,33.67,2.31,0.0,Ghatkopar
2024-02-16,5.1804,28.04,41.09,2.32,0.0,Ghatkopar
2024-02-17,5.4425,28.61,38.58,1.74,0.0,Ghatkopar
2024-02-18,5.8306,28.23,38.04,1.56,0.0,Ghatkopar
2024-02-19,6.2023,27.57,39.26,1.6,0.0,Ghatkopar
2024-02-20,6.2242,26.05,55.65,2.15,0.0,Ghatkopar
2024-02-21,6.0286,25.18,67.66,2.1,0.0,Ghatkopar
2024-02-22,5.9412,25.0,65.1,2.08,0.0,Ghatkopar
2024-02-23,6.3286,24.63,54.44,2.11,0.0,Ghatkopar
2024-02-24,6.4982,24.68,28.2,2.57,0.0,Ghatkopar
2024-02-25,6.4517,25.28,21.75,2.36,0.0,Ghatkopar
2024-02-26,5.3822,28.0,31.49,2.17,0.0,Ghatkopar
2024-02-27,5.2536,29.1,36.8,1.86,0.01,Ghatkopar
2024-02-28,5.6023,30.16,39.52,2.22,0.0,Ghatkopar
2024-02-29,5.9102,30.79,40.75,1.89,0.18,Ghatkopar
2024-03-01,4.9668,30.23,51.93,1.73,0.95,Ghatkopar
2024-03-02,5.947,27.82,60.91,2.46,0.37,Ghatkopar
2024-03-03,6.2352,25.06,63.04,3.19,0.09,Ghatkopar
2024-03-04,6.835,24.15,45.96,2.32,0.0,Ghatkopar
2024-03-05,6.9931,24.8,31.66,2.1,0.0,Ghatkopar
2024-03-06,6.876,25.53,29.34,1.91,0.0,Ghatkopar
2024-03-07,6.594,27.12,32.64,2.55,0.0,Ghatkopar
2024-03-08,6.6638,28.4,29.81,2.92,0.0,Ghatkopar
2024-03-09,6.7109,28.74,29.07,2.44,0.0,Ghatkopar
2024-03-10,6.7891,28.33,31.3,2.01,0.0,Ghatkopar
2024-03-11,6.4834,28.96,33.83,2.39,0.02,Ghatkopar
2024-03-12,6.5546,28.98,42.17,2.4,0.03,Ghatkopar
2024-03-13,6.6012,27.69,54.48,2.45,0.0,Ghatkopar
2024-03-14,6.6703,26.78,53.52,2.36,0.0,Ghatkopar
2024-03-15,6.9338,25.92,50.69,1.91,0.0,Ghatkopar
2024-03-16,6.6787,26.32,46.77,1.81,0.0,Ghatkopar
2024-03-17,6.7219,27.28,47.09,1.67,0.0,Ghatkopar
2024-03-18,6.6629,27.84,50.8,1.75,0.0,Ghatkopar
2024-03-19,6.8398,28.27,53.7,2.26,0.08,Ghatkopar
2024-03-20,7.0534,29.79,29.75,2.58,0.02,Ghatkopar
2024-03-21,6.6984,30.21,22.3,2.28,0.01,Ghatkopar
2024-03-22,6.516,29.91,37.13,1.74,0.1,Ghatkopar
2024-03-23,6.5407,29.45,45.86,2.23,0.02,Ghatkopar
2024-03-24,6.534,29.98,49.81,2.04,0.0,Ghatkopar
2024-03-25,6.6271,30.2,50.83,2.21,0.01,Ghatkopar
2024-03-26,6.5479,30.35,55.7,1.8,0.02,Ghatkopar
2024-03-27,6.1385,30.76,56.82,1.9,0.06,Ghatkopar
2024-03-28,5.4785,30.72,56.87,1.9,0.03,Ghatkopar
2024-03-29,5.4902,31.67,52.97,2.03,0.25,Ghatkopar
2024-03-30,5.6674,31.01,53.24,2.35,0.01,Ghatkopar
2024-03-31,6.2126,31.52,46.06,2.36,0.01,Ghatkopar
2024-04-01,6.3586,30.76,45.94,2.32,0.0,Ghatkopar
2024-04-02,6.9055,30.07,47.34,2.05,0.0,Ghatkopar
2024-04-03,6.6816,30.32,48.47,1.96,0.0,Ghatkopar
2024-04-04,6.4361,30.61,48.91,2.44,0.0,Ghatkopar
2024-04-05,6.851,31.18,53.18,2.5,0.19,Ghatkopar
2024-04-06,6.8006,31.6,45.42,2.78,0.43,Ghatkopar
2024-04-07,7.0128,30.77,48.07,2.55,0.0,Ghatkopar
2024-04-08,7.1599,30.63,52.42,1.94,0.0,Ghatkopar
2024-04-09,6.9144,30.93,53.32,1.7,0.01,Ghatkopar
2024-04-10,6.7418,31.09,52.2,2.02,0.01,Ghatkopar
2024-04-11,6.5815,31.32,46.27,2.08,0.01,Ghatkopar
2024-04-12,6.7584,31.09,45.51,1.9,0.01,Ghatkopar
2024-04-13,7.1414,29.92,50.14,1.96,0.0,Ghatkopar
2024-04-14,6.9634,30.47,54.24,2.05,0.02,Ghatkopar
2024-04-15,6.6984,33.32,50.75,2.25,0.02,Ghatkopar
2024-04-16,6.1555,36.44,32.35,2.98,0.02,Ghatkopar
2024-04-17,5.8414,35.49,35.53,2.32,0.01,Ghatkopar
2024-04-18,6.3838,33.91,50.19,2.32,0.07,Ghatkopar
2024-04-19,6.2894,33.06,50.15,2.86,0.05,Ghatkopar
2024-04-20,6.1212,32.52,49.89,2.58,0.31,Ghatkopar
2024-04-21,5.8769,31.63,49.78,2.96,0.77,Ghatkopar
2024-04-22,5.8745,31.65,51.33,2.59,0.16,Ghatkopar
2024-04-23,6.8928,31.49,50.13,2.51,0.0,Ghatkopar
2024-04-24,6.7157,31.55,52.67,2.19,0.33,Ghatkopar
2024-04-25,6.5162,32.35,50.83,2.29,0.21,Ghatkopar
2024-04-26,6.3101,32.9,50.29,2.94,0.41,Ghatkopar
2024-04-27,6.3132,33.98,47.74,2.5,0.22,Ghatkopar
2024-04-28,6.2873,34.83,46.03,2.73,0.03,Ghatkopar
2024-04-29,6.7066,34.4,41.45,2.95,0.01,Ghatkopar
2024-04-30,7.2024,33.84,44.3,2.61,0.03,Ghatkopar
2024-05-01,7.6925,32.15,48.07,2.42,0.0,Ghatkopar
2024-05-02,7.7453,31.45,49.75,2.04,0.0,Ghatkopar
2024-05-03,7.6591,30.95,50.19,2.28,0.0,Ghatkopar
2024-05-04,7.4705,31.18,54.78,2.44,0.01,Ghatkopar
2024-05-05,7.5629,32.39,56.44,2.75,0.04,Ghatkopar
2024-05-06,7.4885,31.72,59.1,2.91,0.07,Ghatkopar
2024-05-07,7.339,31.68,60.87,2.71,0.06,Ghatkopar
2024-05-08,7.3862,31.9,55.98,2.41,0.12,Ghatkopar
2024-05-09,7.1155,31.33,58.65,2.4,0.1,Ghatkopar
2024-05-10,6.5755,31.95,56.2,2.36,1.41,Ghatkopar
2024-05-11,6.2851,32.5,53.35,2.65,4.43,Ghatkopar
2024-05-12,6.5081,31.4,61.88,1.7,7.3,Ghatkopar
2024-05-13,6.1572,32.3,58.66,1.53,3.05,Ghatkopar
2024-05-14,6.8009,32.33,59.77,2.39,5.09,Ghatkopar
2024-05-15,7.1657,32.26,61.98,1.56,8.77,Ghatkopar
2024-05-16,6.6655,33.03,59.67,1.71,2.38,Ghatkopar
2024-05-17,6.4462,32.1,64.63,1.66,1.55,Ghatkopar
2024-05-18,6.4162,32.94,61.18,1.7,0.71,Ghatkopar
2024-05-19,6.875,33.15,58.77,1.92,0.86,Ghatkopar
2024-05-20,6.7034,32.85,61.37,2.18,1.12,Ghatkopar
2024-05-21,6.9086,32.49,64.86,2.38,0.76,Ghatkopar
2024-05-22,6.3869,33.21,64.65,2.31,0.82,Ghatkopar
2024-05-23,6.7954,33.46,58.74,2.31,0.19,Ghatkopar
2024-05-24,7.0375,32.49,63.89,2.68,0.05,Ghatkopar
2024-05-25,6.5597,31.72,63.88,3.32,0.13,Ghatkopar
2024-05-26,6.0626,31.72,64.31,3.41,0.16,Ghatkopar
2024-05-27,4.5833,31.81,64.38,3.84,0.05,Ghatkopar
2024-05-28,6.5124,32.13,62.56,4.13,0.07,Ghatkopar
2024-05-29,6.835,31.96,66.32,3.87,0.19,Ghatkopar
2024-05-30,6.7901,32.05,65.76,3.46,0.13,Ghatkopar
2024-05-31,7.0176,32.31,64.91,3.05,0.11,Ghatkopar
2024-06-01,6.6446,32.53,62.81,3.23,0.23,Ghatkopar
2024-06-02,6.7378,32.38,59.97,2.81,0.29,Ghatkopar
2024-06-03,5.4994,31.6,64.97,2.64,5.19,Ghatkopar
2024-06-04,6.6821,30.87,72.2,2.02,7.05,Ghatkopar
2024-06-05,7.0262,30.86,72.27,2.26,4.87,Ghatkopar
2024-06-06,7.079,31.05,69.4,2.48,2.85,Ghatkopar
2024-06-07,5.8591,30.42,72.29,2.45,2.26,Ghatkopar
2024-06-08,5.5915,29.23,78.47,2.49,23.64,Ghatkopar
2024-06-09,3.2659,28.34,85.79,2.06,30.5,Ghatkopar
2024-06-10,3.8064,28.59,80.76,2.14,20.5,Ghatkopar
2024-06-11,5.3458,28.42,80.31,2.56,7.2,Ghatkopar
2024-06-12,6.1586,29.08,80.52,2.93,5.78,Ghatkopar
2024-06-13,6.0684,29.49,79.0,2.97,15.41,Ghatkopar
2024-06-14,5.1955,29.24,82.54,2.97,14.07,Ghatkopar
2024-06-15,6.5527,29.6,79.56,2.68,3.19,Ghatkopar
2024-06-16,6.4646,29.55,77.76,2.01,2.12,Ghatkopar
2024-06-17,5.591,29.24,80.44,2.51,4.3,Ghatkopar
2024-06-18,4.1294,28.68,82.82,3.02,16.5,Ghatkopar
2024-06-19,3.473,28.79,82.59,4.1,22.81,Ghatkopar
2024-06-20,2.0419,28.83,84.56,4.46,32.23,Ghatkopar
2024-06-21,4.999,29.34,84.46,3.85,16.57,Ghatkopar
2024-06-22,3.7286,29.62,82.99,2.5,12.65,Ghatkopar
2024-06-23,4.5842,28.7,83.23,2.1,13.84,Ghatkopar
2024-06-24,3.8021,29.0,79.69,2.15,11.49,Ghatkopar
2024-06-25,6.1661,28.36,82.67,2.54,4.34,Ghatkopar
2024-06-26,4.9046,27.95,87.6,2.87,20.03,Ghatkopar
2024-06-27,5.0105,27.85,91.26,6.13,39.71,Ghatkopar
2024-06-28,1.7143,27.41,92.0,6.21,42.02,Ghatkopar
2024-06-29,4.3622,28.45,87.34,4.79,20.19,Ghatkopar
2024-06-30,2.801,28.24,87.47,5.09,12.74,Ghatkopar
2024-07-01,4.085,28.34,86.08,6.66,23.8,Ghatkopar
2024-07-02,3.7085,28.15,88.01,6.59,25.75,Ghatkopar
2024-07-03,4.4496,28.36,85.66,5.3,6.79,Ghatkopar
2024-07-04,4.471,28.05,87.24,4.52,13.04,Ghatkopar
2024-07-05,3.5443,28.0,88.6,4.98,18.03,Ghatkopar
2024-07-06,2.9218,28.03,88.61,5.51,39.52,Ghatkopar
2024-07-07,3.0408,27.82,90.24,4.19,58.64,Ghatkopar
2024-07-08,2.5656,27.57,90.94,3.42,56.74,Ghatkopar
2024-07-09,3.4462,26.81,89.86,2.81,40.59,Ghatkopar
2024-07-10,4.6474,26.64,88.75,2.6,13.21,Ghatkopar
2024-07-11,2.4091,27.37,90.23,3.25,20.43,Ghatkopar
2024-07-12,2.5207,27.18,92.96,3.84,80.45,Ghatkopar
2024-07-13,1.1426,27.02,93.15,5.25,92.31,Ghatkopar
2024-07-14,3.5429,27.19,93.61,4.3,53.06,Ghatkopar
2024-07-15,2.9328,27.1,90.44,2.32,30.52,Ghatkopar
2024-07-16,3.2926,25.83,89.18,2.35,9.37,Ghatkopar
2024-07-17,4.5108,26.79,92.55,4.6,25.98,Ghatkopar
2024-07-18,2.0256,26.76,93.73,5.25,48.74,Ghatkopar
2024-07-19,1.7774,26.71,93.1,5.09,43.23,Ghatkopar
2024-07-20,1.4261,26.47,94.34,5.0,69.62,Ghatkopar
2024-07-21,1.6202,26.69,94.25,4.42,87.64,Ghatkopar
2024-07-22,1.6692,26.29,94.02,4.58,70.85,Ghatkopar
2024-07-23,2.3554,26.54,93.88,4.93,61.65,Ghatkopar
2024-07-24,1.3121,26.42,93.67,4.96,67.36,Ghatkopar
2024-07-25,1.3968,25.95,92.44,5.39,142.54,Ghatkopar
2024-07-26,2.5781,26.44,92.1,5.37,21.55,Ghatkopar
2024-07-27,2.5073,26.48,92.19,4.81,13.78,Ghatkopar
2024-07-28,1.9656,26.18,93.55,4.43,28.97,Ghatkopar
2024-07-29,2.2682,26.35,93.76,4.18,41.28,Ghatkopar
2024-07-30,4.5583,26.82,92.31,3.99,33.89,Ghatkopar
2024-07-31,5.0359,27.03,92.2,3.59,21.69,Ghatkopar
2024-08-01,4.4345,26.74,92.64,4.35,28.05,Ghatkopar
2024-08-02,3.9312,26.3,93.4,4.83,33.26,Ghatkopar
2024-08-03,1.4203,26.01,93.59,5.56,103.94,Ghatkopar
2024-08-04,1.8446,25.98,94.4,4.57,41.18,Ghatkopar
2024-08-05,3.6348,26.38,92.21,4.28,19.7,Ghatkopar
2024-08-06,2.827,26.34,91.47,3.78,17.03,Ghatkopar
2024-08-07,3.4721,26.55,90.71,3.21,11.21,Ghatkopar
2024-08-08,3.3612,26.54,90.23,3.16,8.99,Ghatkopar
2024-08-09,3.0655,26.75,90.92,3.07,11.6,Ghatkopar
2024-08-10,4.7942,26.63,90.84,2.88,9.25,Ghatkopar
2024-08-11,4.8358,26.53,90.56,3.16,8.32,Ghatkopar
2024-08-12,4.2941,26.79,89.99,2.95,3.94,Ghatkopar
2024-08-13,4.7066,26.97,89.53,2.39,2.71,Ghatkopar
2024-08-14,5.2279,27.08,88.25,1.89,1.02,Ghatkopar
2024-08-15,5.801,27.09,88.32,1.99,0.64,Ghatkopar
2024-08-16,5.7262,27.24,88.44,1.84,1.28,Ghatkopar
2024-08-17,5.6002,27.47,86.03,1.27,20.13,Ghatkopar
2024-08-18,5.5373,27.39,89.45,1.86,42.32,Ghatkopar
2024-08-19,5.0602,26.87,94.14,2.13,19.39,Ghatkopar
2024-08-20,3.0598,27.19,91.72,2.08,5.64,Ghatkopar
2024-08-21,5.3846,27.66,88.12,1.4,2.15,Ghatkopar
2024-08-22,5.0086,27.83,88.44,1.09,3.98,Ghatkopar
2024-08-23,2.9498,27.73,88.86,1.55,15.2,Ghatkopar
2024-08-24,1.0042,26.4,93.2,3.02,67.52,Ghatkopar
2024-08-25,1.247,26.29,92.45,4.39,58.74,Ghatkopar
2024-08-26,2.7408,26.5,92.6,4.78,34.42,Ghatkopar
2024-08-27,4.3051,26.63,90.55,5.67,23.38,Ghatkopar
2024-08-28,3.6514,26.6,91.1,5.28,15.4,Ghatkopar
2024-08-29,3.87,26.75,90.64,4.7,7.8,Ghatkopar
2024-08-30,5.2658,26.84,89.7,3.38,7.34,Ghatkopar
2024-08-31,5.82,26.49,90.24,2.31,3.64,Ghatkopar
2024-09-01,4.123,26.25,92.21,2.23,2.75,Ghatkopar
2024-09-02,2.2375,25.49,93.82,2.38,21.39,Ghatkopar
2024-09-03,4.0344,25.13,92.46,1.57,13.67,Ghatkopar
2024-09-04,5.2387,26.79,91.26,3.63,15.46,Ghatkopar
2024-09-05,4.3351,26.82,91.2,3.72,21.4,Ghatkopar
2024-09-06,3.8534,26.79,89.96,3.63,14.01,Ghatkopar
2024-09-07,5.4259,26.54,90.29,2.8,16.13,Ghatkopar
2024-09-08,6.0778,26.49,91.03,2.42,6.61,Ghatkopar
2024-09-09,5.435,26.79,89.52,2.28,9.06,Ghatkopar
2024-09-10,4.9025,26.55,89.76,2.38,8.47,Ghatkopar
2024-09-11,4.8943,26.4,90.24,2.67,9.33,Ghatkopar
2024-09-12,4.8425,26.39,89.71,2.95,6.03,Ghatkopar
2024-09-13,5.7665,25.8,89.37,2.52,2.91,Ghatkopar
2024-09-14,5.0064,26.21,87.76,2.62,10.11,Ghatkopar
2024-09-15,4.8857,26.39,86.78,2.38,11.88,Ghatkopar
2024-09-16,6.2138,26.27,83.69,1.53,3.16,Ghatkopar
2024-09-17,6.4474,25.76,84.92,1.94,2.3,Ghatkopar
2024-09-18,6.0948,26.0,83.9,1.26,0.99,Ghatkopar
2024-09-19,5.4638,26.17,83.13,1.09,0.1,Ghatkopar
2024-09-20,5.2747,26.69,83.19,1.2,0.29,Ghatkopar
2024-09-21,5.329,26.57,87.2,1.9,0.48,Ghatkopar
2024-09-22,5.0081,26.78,89.71,2.59,8.46,Ghatkopar
2024-09-23,4.2994,27.19,91.7,2.45,22.04,Ghatkopar
2024-09-24,2.3268,26.73,94.3,3.39,45.96,Ghatkopar
2024-09-25,3.3259,26.49,94.67,3.58,70.9,Ghatkopar
2024-09-26,1.4527,26.37,92.91,2.52,74.73,Ghatkopar
2024-09-27,1.3903,26.27,93.29,3.79,66.92,Ghatkopar
2024-09-28,2.4756,26.42,90.08,2.54,9.71,Ghatkopar
2024-09-29,4.399,26.23,90.79,1.91,4.17,Ghatkopar
2024-09-30,5.8212,27.33,85.53,0.95,1.09,Ghatkopar
2024-10-01,5.7883,27.9,87.09,1.35,0.5,Ghatkopar
2024-10-02,5.7912,27.7,89.93,1.4,2.4,Ghatkopar
2024-10-03,5.6825,27.26,88.56,1.35,1.13,Ghatkopar
2024-10-04,5.9071,26.61,87.78,1.49,0.18,Ghatkopar
2024-10-05,6.1874,26.81,85.06,1.29,0.04,Ghatkopar
2024-10-06,5.754,27.57,83.32,1.62,6.54,Ghatkopar
2024-10-07,5.5925,27.97,79.1,2.15,0.39,Ghatkopar
2024-10-08,5.3904,27.62,80.74,1.86,2.08,Ghatkopar
2024-10-09,1.9471,26.2,88.78,1.51,7.3,Ghatkopar
2024-10-10,2.681,26.99,86.82,1.87,43.1,Ghatkopar
2024-10-11,4.4254,27.61,86.08,2.06,34.61,Ghatkopar
2024-10-12,5.262,28.12,85.78,1.9,1.62,Ghatkopar
2024-10-13,5.3186,28.33,85.84,1.21,34.7,Ghatkopar
2024-10-14,5.6671,28.37,83.15,1.49,5.03,Ghatkopar
2024-10-15,4.9517,27.96,87.6,1.45,9.34,Ghatkopar
2024-10-16,4.4364,28.32,85.22,1.35,6.89,Ghatkopar
2024-10-17,2.6911,27.86,86.8,1.66,3.83,Ghatkopar
2024-10-18,4.4786,27.45,87.62,2.07,6.57,Ghatkopar
2024-10-19,4.6675,26.97,90.54,1.27,7.19,Ghatkopar
2024-10-20,5.359,27.86,82.63,1.2,11.86,Ghatkopar
2024-10-21,4.9999,26.63,84.35,1.67,1.25,Ghatkopar
2024-10-22,5.4185,27.75,82.22,1.3,4.38,Ghatkopar
2024-10-23,4.9963,27.64,83.21,1.56,1.97,Ghatkopar
2024-10-24,4.9255,27.14,77.82,1.81,0.03,Ghatkopar
2024-10-25,5.2925,26.19,73.8,1.91,0.0,Ghatkopar
2024-10-26,5.5397,25.64,76.57,2.05,0.0,Ghatkopar
2024-10-27,5.5925,25.39,78.1,1.65,0.0,Ghatkopar
2024-10-28,5.574,26.2,80.14,1.23,0.0,Ghatkopar
2024-10-29,5.2414,26.55,80.71,1.39,0.97,Ghatkopar
2024-10-30,5.1209,26.81,76.92,1.42,0.84,Ghatkopar
2024-10-31,5.0652,26.97,76.86,1.96,0.04,Ghatkopar
2024-11-01,4.8526,26.46,74.52,2.16,0.01,Ghatkopar
2024-11-02,5.237,26.0,69.49,2.24,0.0,Ghatkopar
2024-11-03,5.143,25.41,71.67,2.18,0.0,Ghatkopar
2024-11-04,4.6654,25.66,72.21,2.21,0.0,Ghatkopar
2024-11-05,4.7064,25.49,73.02,2.19,0.0,Ghatkopar
2024-11-06,5.1739,25.21,72.65,2.29,0.0,Ghatkopar
2024-11-07,5.0482,24.71,74.86,2.54,0.0,Ghatkopar
2024-11-08,4.7426,25.03,75.02,2.41,0.0,Ghatkopar
2024-11-09,4.4868,24.93,73.55,2.4,0.0,Ghatkopar
2024-11-10,4.4508,24.86,73.69,2.27,0.0,Ghatkopar
2024-11-11,4.4136,24.12,73.58,2.39,0.0,Ghatkopar
2024-11-12,4.7561,23.46,73.79,2.76,0.0,Ghatkopar
2024-11-13,4.9166,23.67,74.31,2.7,0.0,Ghatkopar
2024-11-14,5.0215,24.65,74.54,2.71,0.0,Ghatkopar
2024-11-15,3.6062,25.4,81.1,2.12,0.45,Ghatkopar
2024-11-16,4.0178,26.6,76.46,1.34,0.05,Ghatkopar
2024-11-17,4.2955,25.51,75.89,2.43,0.0,Ghatkopar
2024-11-18,4.8588,23.24,69.04,2.86,0.01,Ghatkopar
2024-11-19,4.5274,22.21,71.65,2.78,0.0,Ghatkopar
2024-11-20,4.3222,22.0,71.79,2.71,0.0,Ghatkopar
2024-11-21,4.3661,22.25,70.82,2.09,0.0,Ghatkopar
2024-11-22,4.3121,22.62,70.06,1.87,0.0,Ghatkopar
2024-11-23,4.1558,22.92,67.02,1.59,0.0,Ghatkopar
2024-11-24,3.8789,22.82,69.37,1.62,0.0,Ghatkopar
2024-11-25,4.1635,22.2,70.94,2.49,0.0,Ghatkopar
2024-11-26,4.4232,21.17,70.21,3.14,0.0,Ghatkopar
2024-11-27,4.8372,20.93,68.4,3.23,0.0,Ghatkopar
2024-11-28,4.7604,20.65,68.97,3.42,0.01,Ghatkopar
2024-11-29,4.7033,20.11,65.87,3.01,0.06,Ghatkopar
2024-11-30,4.4736,21.33,66.75,2.47,0.0,Ghatkopar
2024-12-01,3.9331,23.6,79.06,2.0,0.02,Ghatkopar
2024-12-02,4.0291,25.36,80.17,2.27,0.24,Ghatkopar
2024-12-03,3.5453,26.48,79.17,2.49,1.14,Ghatkopar
2024-12-04,3.6864,26.73,82.0,2.06,2.52,Ghatkopar
2024-12-05,4.1746,26.72,80.89,2.08,0.21,Ghatkopar
